Gene_name	S1-d0	S2-d0	S3-d0	S4-d0	S5-d0	S6-d0	S7-d0	S8-d0	S9-d0	S10-d0	S1-d10	S2-d10	S3-d10	S4-d10	S5-d10	S6-d10	S7-d10	S8-d10	S9-d10	S10-d10
Ppp1r3c	179	87	293	559	570	165	215	436	1558	1289	798	688	494	1633	911	1243	1191	1517	2379	1312
Lce1j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr2c	1125	1170	1152	1659	1481	1085	1225	1032	1299	1168	1103	1297	814	1378	1644	922	396	790	1081	1011
1500015A07Rik	44	37	46	90	88	50	68	67	119	77	43	49	40	81	82	43	31	58	121	93
Ranbp9	1574	1603	1571	2045	2307	1805	1736	2085	2076	2058	1986	2190	1548	2228	2977	2173	1026	1720	2193	2070
Setd6	216	220	178	254	261	257	260	204	262	250	229	223	160	200	302	260	174	216	274	274
Hivep2	3727	3522	4397	4336	5602	2501	2972	3224	3069	2773	4469	6022	3574	4359	6070	1787	1076	1663	2475	2176
4933408J17Rik	2	2	1	0	0	5	0	5	0	0	1	2	1	0	2	4	0	0	0	5
Gm15114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13199	2	4	3	5	3	7	2	10	9	6	5	4	2	6	6	2	3	3	13	6
Gnaq	3173	2826	3439	4797	6010	2792	2855	2800	4488	4267	4249	5269	3899	5571	7071	2734	1302	2552	3328	3553
Mir6411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0610005C13Rik	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
Sh3bp5	1006	793	978	1412	1690	934	986	1143	1920	1782	1627	1551	1231	1421	1836	1810	771	1697	2120	2113
1700105P06Rik	3	1	1	1	3	2	3	7	1	3	3	5	3	4	2	1	0	1	1	3
Gm10390	0	1	0	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0
Gm34637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ldb2	716	401	585	552	862	603	503	563	1194	968	585	670	364	387	600	1407	1709	1685	2234	1558
Gata4	41	69	47	70	50	34	101	54	52	19	85	74	53	52	71	74	17	45	75	42
Mir6368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex21	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Tbx5	363	337	663	737	535	564	858	1243	823	665	464	531	533	509	581	553	306	535	714	754
Spink6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Taar8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcna3	28	13	17	37	21	15	9	8	11	5	14	8	1	4	17	5	1	3	4	3
Ptprd	2095	2195	3533	3847	6403	1589	2346	2843	4088	4190	3796	7238	5289	7198	7902	1487	1747	2815	4316	3330
Srsf11	3420	3327	3590	4625	5227	3424	3574	3447	3938	3459	3412	4236	2911	4435	5389	2784	1960	2624	4206	3786
Klhdc3	2474	2500	2686	4079	4019	3022	3353	3073	4185	3590	3096	3776	2452	3742	4485	2295	913	2019	2814	2667
Slfn9	729	395	772	771	721	808	707	1140	530	419	389	413	201	334	452	300	226	328	222	228
4933436E23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Axl	16357	20241	12171	13722	14596	19747	20392	19145	20570	18495	13202	9143	6014	8172	14173	17230	7032	10455	16516	13131
Mcc	451	469	746	765	1102	398	465	697	2235	1737	683	1299	1177	1820	1563	1048	749	1426	2827	1982
Cyp2a12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Exosc7	304	265	245	441	461	311	289	312	541	487	261	316	191	372	415	327	127	281	436	405
Gm16291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dagla	837	813	746	909	871	641	652	744	988	961	792	1087	675	931	1154	816	329	649	788	802
Vmn2r89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrch2	471	731	586	905	734	493	741	642	463	412	443	604	488	553	651	150	227	257	323	266
Mir8103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgfbr2	10305	7105	11004	15983	19407	21679	20014	22236	30445	24580	21167	18290	13557	18130	27896	30573	9565	15419	23931	22197
Mir298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc34	0	1	0	1	1	1	3	1	1	1	9	5	1	1	5	29	2	0	6	1
Helz	1614	1407	1602	1763	2437	1895	2033	2158	2120	2074	2330	2198	1585	1975	2377	1832	931	1481	1921	1815
Bahcc1	2238	2462	2716	2316	2515	1949	2928	2529	2156	1754	2213	2255	1733	1916	2646	1654	711	1394	1841	1515
A830052D11Rik	5	1	2	2	6	8	3	3	1	14	6	3	1	1	4	9	0	6	8	12
Treml2	24	7	1	51	71	63	10	19	28	23	20	10	3	5	15	13	14	14	11	16
Klc4	576	450	468	849	1115	877	673	754	1171	1109	771	783	493	851	1137	868	269	660	879	1008
Mst1r	144	76	83	96	129	320	199	281	393	402	229	164	114	108	184	762	226	439	696	513
Setd1b	2625	2545	2651	2538	3184	2531	2835	3291	3219	2881	3207	3586	2685	2696	3252	3317	1554	2382	3305	2979
Ppm1l	652	592	583	765	1065	312	394	482	552	524	742	790	619	648	1053	477	230	441	493	492
Gm11166	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0
Cela2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8013	1	0	0	0	2	1	0	0	1	2	1	0	1	3	3	2	0	0	0	1
Olfr814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1316	0	0	0	0	0	1	1	1	2	1	0	0	0	0	0	1	1	1	0	1
1700060C20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sept8	6546	5226	6556	9271	10975	7404	7733	8156	14293	13705	8926	9569	6876	9808	12841	9356	4673	8150	11249	10672
Olfr1097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc44a1	1365	1020	1959	2320	2738	1978	1991	2420	3629	3458	2043	2347	1688	2359	3595	1997	892	1910	2751	2122
Slc13a3	123	12	38	30	81	105	6	92	321	432	379	308	336	201	256	538	173	505	714	780
A430085M09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ccdc7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex13c3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdo1	2061	1077	1995	2253	3760	2724	3074	2926	4732	4204	5962	7505	6057	6410	5314	13154	5072	8787	6213	7642
A630076J17Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Slc28a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trp53cor1	71	70	106	101	129	56	113	95	105	93	141	183	111	205	227	152	62	97	210	176
Timp4	3	2	0	0	1	8	2	16	636	831	32	32	15	33	31	695	332	748	925	1145
Crisp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrp9	673	694	576	744	800	399	417	334	441	478	474	520	378	470	698	440	154	349	436	409
Ttc9b	0	0	1	1	3	1	0	2	0	0	2	5	0	1	0	0	0	0	0	0
Suz12	1435	1754	1555	2115	1974	1213	1358	1236	1421	1263	1382	1666	1185	1644	2101	1094	703	1107	1297	1228
Vasp	5617	6012	4756	5986	5936	4667	5724	4670	4140	3788	4721	3838	2705	3758	5757	2578	819	2052	2564	2804
Slitrk3	5	4	4	2	9	7	0	1	0	9	35	2	8	4	80	106	3	4	4	171
Add1	8927	8652	9607	11662	8998	11601	12791	12951	14762	9205	10515	11613	7662	10882	9798	11277	5778	9684	13562	8554
Ctps2	1094	970	1366	1827	1957	2100	2149	2209	3071	2877	1518	1684	1203	1802	2295	2325	1307	2265	3100	2818
Cldn34-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clock	1687	1733	1573	2301	2614	1460	1406	1391	2176	1937	2497	2588	2017	2848	3232	1940	1344	1846	2392	2115
Bysl	1181	1261	1040	1317	1289	723	879	672	806	749	1014	1153	781	1075	1396	664	353	556	706	699
Tmem161b	168	190	159	219	225	203	138	162	210	225	241	217	227	273	317	212	135	253	274	244
Tbc1d10a	823	781	753	1017	986	1000	1068	855	1290	1164	895	813	573	815	1252	992	186	727	951	1071
Gm4371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmg3	291	250	228	465	450	302	276	252	393	346	267	266	203	301	422	208	65	179	291	261
Zfp648	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm12296	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	1	1	3	2
Vmn1r155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chchd4	289	257	204	307	369	181	163	172	269	250	309	341	272	401	361	308	119	301	336	336
Eid3	27	26	16	16	28	16	10	12	24	12	35	17	17	17	41	14	13	16	18	45
Itpripl2	7178	7596	7616	8649	9499	6631	6515	7758	9100	8636	7939	8784	6860	8328	11478	6223	2438	6035	6631	6497
Arhgef1	3903	3279	3849	5090	5247	4400	4662	4418	5124	4574	4194	4760	3235	4326	5745	4037	1258	3091	4475	4541
Acss2	434	401	528	411	440	1902	1422	1060	690	769	3282	4102	3886	4361	2340	4790	1588	3755	2452	3623
Gm12130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dhx30	2071	1963	2181	2855	3025	1943	2217	2191	2786	2580	2144	2614	1852	2823	3490	2035	872	1823	2753	2479
Trim52	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entpd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr25	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
G530011O06Rik	1	15	16	51	61	6	17	49	50	73	5	17	31	33	54	4	17	38	46	61
Slc1a3	829	493	1105	922	1282	805	690	761	2074	2285	1401	2617	1674	2237	1915	2144	1790	2878	4022	3824
Arhgef11	2602	2255	2763	3035	3793	2744	2837	3171	3488	3480	3099	3204	2353	3081	3797	2912	1237	2426	3283	3201
Paf1	1835	1612	1831	1944	2110	1797	1929	1832	2191	2177	2200	2606	1671	2081	2609	2317	1467	1968	2338	2225
Washc5	3997	3855	4338	5385	5829	4583	5023	5185	6073	5621	3923	4737	3228	4663	5557	3797	2427	3817	4726	4299
Rfc5	658	419	725	847	682	481	558	386	498	440	321	390	282	377	539	252	150	244	223	278
Il23r	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1
Cd1d1	126	91	139	117	170	274	212	308	209	171	545	758	615	904	555	816	354	688	693	776
Gm15506	45	35	34	72	54	56	58	73	151	80	54	64	37	110	47	78	75	80	213	96
Padi1	0	0	1	0	0	2	1	3	0	1	2	2	2	1	5	0	0	1	4	4
Olfr568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp36l3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
D430036J16Rik	22	44	11	23	53	21	31	12	6	10	28	14	2	8	44	11	2	4	8	15
2010204K13Rik	25	34	25	47	28	53	58	47	89	89	24	23	12	20	32	42	21	30	47	28
Flt3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Dcst1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	1	0
Olfr887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11651	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	6	0	0	1	1
Gm15348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epb41l2	8283	8725	8941	11109	12057	8045	9293	8381	10394	9188	10715	12897	9709	12280	13043	8167	5421	8377	8542	8636
Zfyve21	579	640	695	1232	1104	966	995	906	1254	1185	746	1029	693	1187	1347	1280	422	928	1354	1256
Fbxw26	1	1	1	3	2	0	1	1	0	1	1	1	2	2	1	1	0	0	1	1
LOC100038947	61	17	18	45	41	85	19	30	24	23	21	6	11	7	24	4	1	4	2	10
Vax1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Ppil1	868	876	983	1231	939	791	922	707	817	634	677	697	428	713	864	435	195	424	497	479
4932414J04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bud13	526	457	577	559	704	499	626	562	531	490	503	624	391	524	674	499	272	479	546	458
Stim1	1327	909	1291	1683	2064	1457	1331	1568	3895	3502	2207	2704	2072	2400	2964	4258	1652	2942	4586	3637
Rasgrf1	2	0	0	2	3	5	0	2	3	9	5	35	16	35	25	29	45	94	109	93
Rprml	0	0	1	0	1	2	2	1	3	2	2	5	2	2	0	3	3	2	5	9
Oxt	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0
Dnajc3	4761	4822	4751	6739	7710	5540	5695	4138	7614	6917	7466	7258	5278	7699	9974	5566	2949	5046	7491	7235
Tmem74	19	41	32	22	18	2	15	19	31	24	13	12	8	19	19	6	3	14	19	12
Gm15179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf128	949	1642	596	954	723	764	1032	688	1863	1075	887	1185	824	831	616	922	640	1376	1814	1585
Ecm2	95	48	139	132	230	195	177	340	671	813	161	305	228	408	342	395	553	633	795	1056
Mgme1	189	187	227	434	461	145	227	259	477	496	180	310	210	369	395	243	225	305	473	447
Oas1d	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	1	0	0
Nnmt	623	623	466	825	971	816	860	564	1006	885	1103	1382	771	1307	1299	1029	533	985	1316	1096
Trub2	673	590	751	1027	1083	665	695	735	897	771	759	877	734	920	1199	758	287	745	880	872
Bach2os	9	3	0	14	4	25	7	9	21	22	5	7	2	8	6	22	9	30	33	31
Sfrp1	8853	4890	10826	13834	14673	8131	7993	8982	26124	13813	17999	18537	9253	12497	12626	18753	14615	15596	26494	9982
Clasrp	1058	903	1037	1000	1096	1131	1175	1074	883	802	993	1111	783	839	1095	945	478	843	897	936
Heatr1	1954	2051	1648	2488	2771	1305	1303	1071	1664	1600	1577	1592	1253	1697	2251	1072	521	1058	1382	1207
Stard5	342	214	352	585	687	367	320	437	823	871	517	523	470	718	881	636	240	599	862	876
4930503H13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pir	106	71	98	123	133	260	260	282	532	402	147	171	103	140	207	541	289	374	787	577
Gm6902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rep15	28	31	30	34	37	23	23	21	63	48	28	36	25	36	44	22	13	18	59	32
D630045J12Rik	444.86	510	936.95	885.89	846.61	397	590.76	759.82	772.91	637.22	641.64	1060.13	799.42	1001.5	1256.77	446	314	467.29	718.34	505.81
Nsd1	5706	5723	6297	7613	8991	6503	6534	7161	7847	7557	6798	7719	5292	7949	8732	5255	3258	4842	6631	5794
Plekhb1	17	10	15	38	27	14	24	24	47	18	65	53	29	72	62	38	15	34	40	27
Olfr102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r2-ps7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snord42a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmga2	3927	7489	4314	3693	3218	4558	9404	6214	3404	2344	1750	1107	733	926	1633	1073	974	1144	1650	874
Fcnb	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
Zswim7	153	140	148	241	181	115	136	117	141	127	114	127	107	166	218	104	25	102	168	138
Hnrnpul2	9410	8320	10055	12565	14282	9082	10125	9901	11818	11432	10469	11908	8402	12251	14707	8157	5018	7610	10005	9467
Gm21221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marcksl1-ps4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Ptprm	2104	2029	2273	2348	2789	1332	1744	1457	1743	1693	2335	3845	2695	3144	3502	1560	1104	1795	2251	1996
Ttc25	4	1	7	11	3	5	15	16	4	5	9	11	8	14	11	10	3	15	16	16
Fnbp1l	1736	1908	1846	2046	2298	1249	1666	1558	1132	1131	1373	1556	1250	1702	2099	530	359	613	731	776
1700084M14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4070	55.57	30.04	22.06	30.06	89.36	103.4	22.05	72.78	29.09	59.78	85.01	29.51	44.06	41.83	87.7	87.89	22	56.49	39.24	70.93
6330407A03Rik	0	0	2	1	1	5	3	1	3	3	0	0	1	1	3	1	0	0	5	0
Faap100	348	311	462	593	562	538	620	702	618	571	481	598	451	548	679	562	176	446	586	582
Gamt	329	251	515	641	505	923	1012	1110	1003	919	381	567	390	465	560	738	257	644	852	742
Ablim3	6	1	3	1	3	9	4	2	26	27	25	7	2	7	11	34	15	16	17	26
Mageb16-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k4	1124	1092	1341	1620	1795	1318	1573	1751	1972	1597	1362	1474	937	1382	1897	1219	593	1056	1500	1424
Actr2	8182	8557	6590	11422	11531	8006	7457	6339	9354	8670	8028	7930	5764	8827	11400	5796	2826	6079	7366	7377
Anxa10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Wdr12	677	730	732	920	972	491	598	456	687	678	555	647	488	710	891	512	309	497	589	598
Cnfn	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Adcy4	210	287	332	416	269	317	475	594	458	304	129	200	116	197	227	122	84	116	187	187
Meioc	1	2	1	1	3	0	1	0	0	0	1	2	0	0	2	1	0	0	0	0
Znrd1	402	331	453	711	618	514	547	508	530	605	416	486	336	542	624	373	131	322	418	441
Zfp672	541	470	773	822	894	571	635	721	975	919	763	997	766	1018	1026	717	312	717	788	725
Ces2d-ps	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm6260	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0
Txndc16	1157	1058	1322	1830	2242	1409	1411	1850	2789	2716	1482	1802	1233	1907	2437	1719	1298	1912	2462	2179
1810058I24Rik	1429	1449	1526	2222	2409	2346	2448	2577	4336	3598	2102	2604	1636	2403	2890	3265	1263	2368	3006	2910
Agbl4	0	1	0	1	1	3	1	2	0	1	0	1	0	0	1	1	0	0	0	1
4933428C19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptgds	0	11	1	0	2	9	6	21	215	234	14	16	19	70	47	1653	694	1785	5891	3622
Lgr6	112	147	43	134	260	47	11	3	7	110	906	116	174	151	977	1265	12	122	118	1138
BC031361	52	66	63	74	94	68	69	103	121	105	50	69	52	66	76	72	60	81	120	96
Ccr3	19	0	6	3	19	3	0	3	2	0	98	72	63	55	84	1	2	2	1	4
Chaf1a	1202	992	1205	1380	1262	850	1127	692	839	747	512	693	346	535	805	392	221	316	354	366
Rbms1	4712	4591	4198	5524	5900	4698	4605	4300	4830	4075	5225	4861	3496	4348	6318	4236	2153	3426	4052	3726
Rtkn2	56	94	114	95	73	48	74	53	24	33	21	56	33	32	43	17	9	20	17	19
Zscan4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rexo2	2251	2737	2523	3145	3068	2245	2784	2052	2509	2289	2681	3371	2194	3216	3884	1749	1263	1783	1811	1976
Trim67	12	6	4	6	6	3	9	5	13	15	54	108	84	88	34	65	25	74	55	62
Tti2	363	310	426	501	570	410	363	474	479	531	513	458	449	479	713	475	201	457	521	555
Cd200r3	0	0	0	0	1	2	2	1	2	0	1	0	0	0	0	0	0	0	0	0
1700003H04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp5-ps	32	44	84	63.81	115	22	32	50	43.67	69	46	65	64	78	168	28	16.6	38.83	50.54	91
Ngrn	542	408	517	887	744	644	577	467	769	681	692	710	473	827	873	674	221	430	803	642
Scgb2b11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malsu1	291	259	255	378	332	352	353	341	351	327	316	313	252	290	415	323	101	279	308	328
Gm38416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Olfr893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Josd1	1765	1621	2028	3148	3202	1914	2074	2270	3423	3076	2253	2360	1728	2602	3523	2135	792	1730	2672	2426
Btbd35f5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arvcf	530	520	568	658	956	570	660	728	1257	1306	1224	1244	866	883	1226	943	385	795	1099	1023
E330020D12Rik	6	1	0	5	3	6	1	1	7	5	1	7	1	6	5	6	2	7	11	9
1700013G24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmco6	167	106	175	243	274	224	194	218	286	280	218	189	163	164	306	258	69	177	297	317
Cyp3a16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ibtk	2126	2215	2461	3130	3276	1931	1899	2016	2578	2495	2538	2700	2207	2951	3563	1799	971	1764	2389	2242
Olfr352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prelid3a	36	21	27	53	50	22	27	38	43	46	33	20	18	32	48	34	3	33	42	40
Cep19	301	301	254	394	473	418	467	426	465	427	385	386	210	365	491	345	211	292	386	355
Zfp641	12	16	9	8	12	4	2	15	14	8	26	35	24	29	28	19	21	25	55	26
Rph3a	6	5	0	0	2	1	1	0	0	0	2	1	0	0	1	0	1	0	0	0
Mir7213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Rpf2	405	475	464	503	514	301	380	277	314	265	367	415	298	430	453	257	240	283	265	304
Sapcd1	1	0	1	6	2	7	1	7	4	1	2	2	3	1	1	7	0	4	7	1
Trpc6	87	38	23	39	75	11	3	5	3	12	102	20	12	23	115	38	4	8	3	22
Snord69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl2a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpp40	124	130	128	188	188	92	132	115	225	187	150	188	149	192	179	137	138	180	219	207
Ttc24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Nr1h3	34	13	26	47	52	101	50	71	309	235	393	603	443	609	365	1308	552	961	970	1104
Stmn1-rs1	2	0	0	0	1	1	0	2	4	0	0	1	1	0	1	0	1	2	5	2
Olfr1220	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
9930014A18Rik	228	322	213	307	346	96	144	146	191	149	197	243	139	197	268	103	82	118	120	119
Tex13a	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Srp72	5830	6850	6685	8069	8084	6570	7771	7185	6157	5808	6611	8295	5904	7930	10047	4863	3526	4928	5726	5330
Neurod4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glod4	1046	1153	1438	2314	2034	1402	1869	1582	2233	2023	1378	1650	1093	1928	2407	1679	765	1380	2122	1974
Vmn1r94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lin54	589	548	603	691	701	475	462	392	628	515	480	572	365	529	609	458	282	471	472	497
Map3k8	168	93	120	219	278	308	187	333	579	600	324	311	280	291	448	552	240	570	677	745
Micall2	1164	1209	832	661	528	879	849	791	469	371	590	429	318	341	554	274	140	273	374	314
Mettl13	500	455	533	727	852	517	555	543	806	743	472	639	404	597	742	456	212	439	619	528
Slc2a2	0	0	0	0	0	0	1	1	2	2	1	8	1	4	1	0	2	0	2	3
Atp13a2	2346	1074	1579	3029	4803	2961	1718	2248	4737	5152	4837	3854	3404	4007	4677	5972	1090	4692	5340	6802
Hs1bp3	933	856	1057	1637	1785	1428	1385	1661	2370	2254	1285	1248	901	1367	1620	1897	780	1472	2300	2048
Vmn2r84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bclaf1	5268	5857	5749	6081	6675	5769	6073	5471	5483	5112	4883	5889	3976	4896	6183	3971	3700	4204	4778	4053
Klhl5	1615	1539	2100	2839	2718	2316	3024	3051	4023	3597	2243	2894	1970	2830	3498	2097	1157	2099	2380	2326
Htr3a	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
P2ry2	163	197	105	290	186	230	137	119	407	331	237	259	152	209	243	321	110	269	331	306
Tcp10c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm2002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phtf2	466	512	464	655	770	338	368	321	475	436	723	821	649	966	1203	356	264	438	435	532
Stfa2l1	0	0	0	0	0	0	0	1	1	3	0	1	0	0	0	0	2	2	5	5
Wasf3	228	195	391	456	393	104	165	259	226	171	282	512	338	436	511	67	69	144	182	112
Grm3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
D6Ertd474e	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	2	0	0
Mir683-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marco	38	1	6	1	16	77	24	13	274	104	1755	1217	846	160	324	124	192	195	1693	535
Phf8	1103	1114	1171	1627	1877	1184	1347	1479	1748	1697	1427	1452	1023	1560	1822	1125	651	1017	1462	1230
Mfhas1	1516	1181	1187	1624	2092	1576	1444	1488	2632	2501	1606	1372	1026	1453	1966	1768	592	1410	2281	1964
Otud4	1922	2241	1863	2527	2936	1472	1506	1645	2068	1829	2130	2049	1629	2303	2617	1490	914	1558	1961	1717
Gykl1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
Med16	1346	1105	1527	1783	1779	1527	1898	1842	2039	1756	1425	1862	1355	1685	2080	1718	665	1492	1836	1937
Focad	802	776	1060	1509	1489	1319	1500	1615	2058	1848	1174	1596	1208	1863	2025	1221	603	1240	1810	1611
Fam229b	61	48	96	143	104	63	80	86	122	127	79	157	75	150	174	62	33	75	131	121
Gm38409	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	2	3	0
